80.6134 0.0347441 0.024085 0.0334844 0.0218535 0.0207883 0.0113147 0.0112027 0.0357166 0.0407627 0.037503 0.0498794 0.00834175 0.00695163 0.0838542 0.0687968 0.0301451 0.0318897 0.0331268 0.0222142 0.013007 0.00965402 0.0271432 0.0207041 0.0757805 0.0685708 0.0416221 0.0295118 0.0236361 0.0273495 0.0269965 0.0289932 0.0241804 0.0282726 0.0299271 0.0370281 0.039704 0.0270842 0.0228442 0.00753194 
73.1644 0.0238214 0.0222569 0.0326004 0.0327383 0.0324545 0.00489257 0.0230572 0.0336039 0.036061 0.0409216 0.0692142 0.0160259 0.0161114 0.0875958 0.0780919 0.0467444 0.017131 0.0368896 0.0253953 0.00741478 0.0128809 0.0300958 0.0122459 0.0684037 0.0664097 0.040856 0.0233264 0.0181467 0.0278337 0.0359246 0.0474517 0.0297656 0.00893586 0.0347411 0.0250071 0.0373731 0.0253914 0.0371062 0.00103146 
74.7358 0.0351132 0.00457494 0.0586053 0.0473601 0.00569835 0.0122315 0.0236967 0.0384116 0.0358077 0.0438367 0.0691847 0.0147712 0.0113382 0.0916013 0.0840697 0.0295775 0.0384399 0.0336052 0.0160622 0.0135599 0.0116241 0.0396961 0.0224981 0.0836449 0.0710955 0.0469874 0.0241162 0.0161907 0.0256557 0.0319011 0.0392823 0.0250408 0.0257841 0.035039 0.0488721 0.0421153 0.0316682 0.0299344 0.00769907 
79.2117 0.0290831 0.0482231 0.0218925 0.0204856 0.01479 0.0107714 0.0195934 0.0299152 0.0414295 0.0372095 0.0593199 0.0153093 0.0171002 0.0816796 0.080842 0.0378383 0.0288839 0.0310213 0.0181084 0.0122634 0.0140982 0.0314176 0.0191392 0.0691115 0.0729378 0.0415897 0.0247604 0.019878 0.0276526 0.0335275 0.0338222 0.024755 0.0216543 0.0506246 0.0406106 0.0338179 0.0279731 0.0357742 0.00702609 
61.8627 0.0524611 0.00957121 0.0323058 0.0226998 0.00228948 0.00896428 0.00377402 0.031339 0.0709366 0.037413 0.0574102 0.0121632 0.00682664 0.116061 0.0692664 0.0584721 0.0345915 0.0142011 0.0251064 0.00992098 0.00731959 0.0417472 0.0218829 0.108244 0.0835011 0.0375489 0.0154925 0.0286111 0.019414 0.0217974 0.0317664 0.0210048 0.0354719 0.024993 0.0598131 0.0421552 0.034161 0.0385441 0.00771483 
82.5856 0.0370939 0.046818 0.0310816 0.0250882 0.0142271 0.007971 0.0223797 0.0346768 0.0329492 0.0348358 0.052604 0.00984947 0.0139065 0.0839169 0.0891528 0.0244794 0.0246658 0.0506239 0.0199508 0.0121058 0.0124433 0.023194 0.0167683 0.0745478 0.0803353 0.0354424 0.0287209 0.0185051 0.0279019 0.0311401 0.0249799 0.0231291 0.0366703 0.0569208 0.0204187 0.0291691 0.018572 0.0211439 0.00367097 
77.4576 0.0323409 0.0312354 0.0265419 0.019128 0.00555095 0.0101047 0.0164237 0.0322986 0.0392313 0.033859 0.0527847 0.00866938 0.0119884 0.0784248 0.0701497 0.0347665 0.0305941 0.0301321 0.020537 0.0133236 0.0109564 0.0306508 0.0211626 0.0730313 0.0662005 0.0347647 0.0227674 0.0206198 0.0234516 0.0271986 0.0262185 0.0238173 0.0207075 0.0330291 0.0444924 0.043081 0.0307622 0.0357728 0.00706948 
108.853 0.0239106 0.0339203 0.024262 0.0300306 0.0258572 0.00768043 0.020754 0.033315 0.0493684 0.0446023 0.0579945 0.00559335 0.0285751 0.0852639 0.0695606 0.0499275 0.0231506 0.0273699 0.0377469 0.00942388 0.0144533 0.0230761 0.0202643 0.0672144 0.0745676 0.0463163 0.0275476 0.0259278 0.0299163 0.0258429 0.0304072 0.0401545 0.0211983 0.0274575 0.0388567 0.0305718 0.0344837 0.0314033 0.000668819 
65.1997 0.032742 0.020603 0.0206261 0.0245445 0.0112558 0.0166781 0.0194854 0.030497 0.0483999 0.039585 0.0365525 0.0199137 0.0158054 0.0837131 0.0713886 0.0452848 0.0516656 0.0205723 0.0189966 0.0177211 0.00811926 0.0498675 0.0300681 0.0842266 0.0856535 0.0355534 0.0148227 0.0164296 0.0192447 0.0125867 0.0232748 0.019904 0.021143 0.0330194 0.0829059 0.0407391 0.0415047 0.0261174 0.00831573 
71.5036 0.035961 0.0316041 0.026835 0.0157449 0.0136238 0.0154813 0.0031659 0.0428602 0.0448431 0.0430215 0.0776077 0.011631 0.00726779 0.0960349 0.0749199 0.0285018 0.0323598 0.0325162 0.0205889 0.0102922 0.0123185 0.0260189 0.0231915 0.0875688 0.0645909 0.045631 0.0257526 0.0211684 0.0237281 0.0338244 0.0280204 0.0313015 0.036516 0.0205535 0.0412122 0.0376047 0.0230944 0.0236906 0.00552305 
60.7805 0.0320118 0.00731892 0.017807 0.0185552 0.00374249 0.0131609 0.00355274 0.0308064 0.0394085 0.0401915 0.0472274 0.0208939 0.00431331 0.0768916 0.0521378 0.0327546 0.0371982 0.0201724 0.022302 0.017932 0.0120827 0.0401107 0.0202105 0.0705035 0.0540765 0.0378954 0.0233822 0.0225055 0.0285261 0.0261957 0.0324209 0.016423 0.0215054 0.0183492 0.0400681 0.034161 0.0320048 0.0314712 0.0105708 
67.3192 0.0504013 0.0255759 0.0266198 0.025695 0.0064048 0.0165922 0.0100418 0.0352736 0.0322642 0.0428084 0.0526971 0.0173533 0.0116349 0.0966658 0.0828298 0.019479 0.0412378 0.0216314 0.0166294 0.0177432 0.0124261 0.0336877 0.0359664 0.0908716 0.0764718 0.0415353 0.0241241 0.0170053 0.0285584 0.0256902 0.0261286 0.0316835 0.0483073 0.0252014 0.0426828 0.0321496 0.0286375 0.0294504 0.00875256 
